Year,Year Code,HHS Region,HHS Region Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other bacterial diseases,A30-A49,55-64 years,55-64,Male,M,130.0,992105.0,13.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other bacterial diseases,A30-A49,65-74 years,65-74,Female,F,172.0,710316.0,24.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other bacterial diseases,A30-A49,65-74 years,65-74,Male,M,229.0,627566.0,36.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other bacterial diseases,A30-A49,75-84 years,75-84,Female,F,269.0,385002.0,69.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other bacterial diseases,A30-A49,75-84 years,75-84,Male,M,277.0,286053.0,96.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other bacterial diseases,A30-A49,85+ years,85+,Female,F,467.0,235967.0,197.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other bacterial diseases,A30-A49,85+ years,85+,Male,M,311.0,116471.0,267
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Viral hepatitis,B15-B19,45-54 years,45-54,Female,F,15.0,1106211.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Viral hepatitis,B15-B19,45-54 years,45-54,Male,M,46.0,1050488.0,4.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Viral hepatitis,B15-B19,55-64 years,55-64,Female,F,37.0,1061729.0,3.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Viral hepatitis,B15-B19,55-64 years,55-64,Male,M,84.0,992105.0,8.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Viral hepatitis,B15-B19,65-74 years,65-74,Male,M,34.0,627566.0,5.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,45-54 years,45-54,Female,F,20.0,1106211.0,1.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,45-54 years,45-54,Male,M,36.0,1050488.0,3.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,55-64 years,55-64,Female,F,14.0,1061729.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,55-64 years,55-64,Male,M,54.0,992105.0,5.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,65-74 years,65-74,Male,M,21.0,627566.0,3.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other viral diseases,B25-B34,85+ years,85+,Female,F,16.0,235967.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mycoses,B35-B49,65-74 years,65-74,Male,M,12.0,627566.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,5-14 years,14-May,Female,F,11.0,821028.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,5-14 years,14-May,Male,M,14.0,857690.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,15-24 years,15-24,Female,F,26.0,1002121.0,2.6
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,15-24 years,15-24,Male,M,32.0,1028578.0,3.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,25-34 years,25-34,Female,F,67.0,951281.0,7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,25-34 years,25-34,Male,M,72.0,958078.0,7.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,35-44 years,35-44,Female,F,248.0,900791.0,27.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,35-44 years,35-44,Male,M,189.0,867110.0,21.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,45-54 years,45-54,Female,F,951.0,1106211.0,86
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,45-54 years,45-54,Male,M,875.0,1050488.0,83.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,55-64 years,55-64,Female,F,2442.0,1061729.0,230
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,55-64 years,55-64,Male,M,2813.0,992105.0,283.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,65-74 years,65-74,Female,F,3577.0,710316.0,503.6
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,65-74 years,65-74,Male,M,4092.0,627566.0,652
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,75-84 years,75-84,Female,F,3784.0,385002.0,982.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,75-84 years,75-84,Male,M,4065.0,286053.0,1421.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,85+ years,85+,Female,F,3258.0,235967.0,1380.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,85+ years,85+,Male,M,2681.0,116471.0,2301.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,75-84 years,75-84,Female,F,12.0,385002.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,85+ years,85+,Female,F,14.0,235967.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,45-54 years,45-54,Male,M,13.0,1050488.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,55-64 years,55-64,Female,F,23.0,1061729.0,2.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,55-64 years,55-64,Male,M,33.0,992105.0,3.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,65-74 years,65-74,Female,F,52.0,710316.0,7.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,65-74 years,65-74,Male,M,74.0,627566.0,11.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,75-84 years,75-84,Female,F,108.0,385002.0,28.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,75-84 years,75-84,Male,M,124.0,286053.0,43.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,85+ years,85+,Female,F,155.0,235967.0,65.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,85+ years,85+,Male,M,141.0,116471.0,121.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,55-64 years,55-64,Male,M,11.0,992105.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,65-74 years,65-74,Female,F,13.0,710316.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,65-74 years,65-74,Male,M,18.0,627566.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,75-84 years,75-84,Female,F,40.0,385002.0,10.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,75-84 years,75-84,Male,M,18.0,286053.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,85+ years,85+,Female,F,90.0,235967.0,38.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,85+ years,85+,Male,M,49.0,116471.0,42.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,55-64 years,55-64,Female,F,11.0,1061729.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,55-64 years,55-64,Male,M,11.0,992105.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,65-74 years,65-74,Female,F,11.0,710316.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,65-74 years,65-74,Male,M,13.0,627566.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,75-84 years,75-84,Female,F,15.0,385002.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,85+ years,85+,Female,F,14.0,235967.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,85+ years,85+,Male,M,13.0,116471.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Certain disorders involving the immune mechanism,D80-D89,65-74 years,65-74,Male,M,13.0,627566.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Certain disorders involving the immune mechanism,D80-D89,75-84 years,75-84,Female,F,11.0,385002.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,75-84 years,75-84,Female,F,12.0,385002.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,85+ years,85+,Female,F,56.0,235967.0,23.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,85+ years,85+,Male,M,10.0,116471.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,25-34 years,25-34,Female,F,10.0,951281.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,25-34 years,25-34,Male,M,11.0,958078.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,35-44 years,35-44,Female,F,25.0,900791.0,2.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,35-44 years,35-44,Male,M,24.0,867110.0,2.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,45-54 years,45-54,Female,F,84.0,1106211.0,7.6
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,45-54 years,45-54,Male,M,141.0,1050488.0,13.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,55-64 years,55-64,Female,F,157.0,1061729.0,14.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,55-64 years,55-64,Male,M,330.0,992105.0,33.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,65-74 years,65-74,Female,F,298.0,710316.0,42
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,65-74 years,65-74,Male,M,407.0,627566.0,64.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,75-84 years,75-84,Female,F,379.0,385002.0,98.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,75-84 years,75-84,Male,M,449.0,286053.0,157
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,85+ years,85+,Female,F,506.0,235967.0,214.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,85+ years,85+,Male,M,375.0,116471.0,322
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of other endocrine glands,E20-E34,85+ years,85+,Female,F,11.0,235967.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,65-74 years,65-74,Female,F,11.0,710316.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,75-84 years,75-84,Female,F,23.0,385002.0,6
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,75-84 years,75-84,Male,M,12.0,286053.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,85+ years,85+,Female,F,53.0,235967.0,22.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,85+ years,85+,Male,M,34.0,116471.0,29.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,25-34 years,25-34,Male,M,17.0,958078.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,35-44 years,35-44,Female,F,14.0,900791.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,35-44 years,35-44,Male,M,24.0,867110.0,2.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,45-54 years,45-54,Female,F,31.0,1106211.0,2.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,45-54 years,45-54,Male,M,39.0,1050488.0,3.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,Female,F,29.0,1061729.0,2.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,Male,M,55.0,992105.0,5.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,65-74 years,65-74,Female,F,37.0,710316.0,5.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,65-74 years,65-74,Male,M,33.0,627566.0,5.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,75-84 years,75-84,Female,F,27.0,385002.0,7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,85+ years,85+,Female,F,14.0,235967.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,25-34 years,25-34,Male,M,12.0,958078.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,45-54 years,45-54,Female,F,18.0,1106211.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,45-54 years,45-54,Male,M,51.0,1050488.0,4.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,55-64 years,55-64,Female,F,46.0,1061729.0,4.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,55-64 years,55-64,Male,M,105.0,992105.0,10.6
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,65-74 years,65-74,Female,F,90.0,710316.0,12.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,65-74 years,65-74,Male,M,128.0,627566.0,20.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,75-84 years,75-84,Female,F,170.0,385002.0,44.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,75-84 years,75-84,Male,M,168.0,286053.0,58.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,85+ years,85+,Female,F,305.0,235967.0,129.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,85+ years,85+,Male,M,171.0,116471.0,146.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,Female,F,41.0,1061729.0,3.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,Male,M,39.0,992105.0,3.9
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,Female,F,224.0,710316.0,31.5
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,Male,M,235.0,627566.0,37.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,Female,F,1295.0,385002.0,336.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,Male,M,916.0,286053.0,320.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,Female,F,5659.0,235967.0,2398.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,Male,M,1996.0,116471.0,1713.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,15-24 years,15-24,Male,M,14.0,1028578.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,Female,F,17.0,951281.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,Male,M,45.0,958078.0,4.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,Female,F,25.0,900791.0,2.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,Male,M,61.0,867110.0,7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,Female,F,59.0,1106211.0,5.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,Male,M,169.0,1050488.0,16.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,Female,F,45.0,1061729.0,4.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,Male,M,192.0,992105.0,19.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,Female,F,24.0,710316.0,3.4
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,Male,M,69.0,627566.0,11
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,75-84 years,75-84,Male,M,16.0,286053.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mood [affective] disorders,F30-F39,85+ years,85+,Female,F,23.0,235967.0,9.7
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mood [affective] disorders,F30-F39,85+ years,85+,Male,M,10.0,116471.0,Unreliable
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,45-54 years,45-54,Female,F,20.0,1106211.0,1.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,45-54 years,45-54,Male,M,33.0,1050488.0,3.1
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,55-64 years,55-64,Female,F,40.0,1061729.0,3.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,55-64 years,55-64,Male,M,71.0,992105.0,7.2
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,65-74 years,65-74,Female,F,85.0,710316.0,12
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,65-74 years,65-74,Male,M,93.0,627566.0,14.8
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,75-84 years,75-84,Female,F,59.0,385002.0,15.3
2015.0,2015.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,75-84 years,75-84,Male,M,62.0,286053.0,21.7
