Year,Year Code,HHS Region,HHS Region Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,45-54 years,45-54,Male,M,1082.0,1113834.0,97.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,55-64 years,55-64,Female,F,2356.0,989633.0,238.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,55-64 years,55-64,Male,M,2857.0,925277.0,308.8
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,65-74 years,65-74,Female,F,3144.0,579185.0,542.8
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,65-74 years,65-74,Male,M,3710.0,504147.0,735.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,75-84 years,75-84,Female,F,3982.0,390679.0,1019.3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,75-84 years,75-84,Male,M,4339.0,278616.0,1557.3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,85+ years,85+,Female,F,3264.0,227481.0,1434.8
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,85+ years,85+,Male,M,2614.0,106099.0,2463.7
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,75-84 years,75-84,Female,F,10.0,390679.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,85+ years,85+,Female,F,18.0,227481.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,85+ years,85+,Male,M,16.0,106099.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,45-54 years,45-54,Female,F,17.0,1166489.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,45-54 years,45-54,Male,M,15.0,1113834.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,55-64 years,55-64,Female,F,28.0,989633.0,2.8
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,55-64 years,55-64,Male,M,28.0,925277.0,3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,65-74 years,65-74,Female,F,43.0,579185.0,7.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,65-74 years,65-74,Male,M,82.0,504147.0,16.3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,75-84 years,75-84,Female,F,111.0,390679.0,28.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,75-84 years,75-84,Male,M,127.0,278616.0,45.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,85+ years,85+,Female,F,169.0,227481.0,74.3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,85+ years,85+,Male,M,136.0,106099.0,128.2
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,65-74 years,65-74,Male,M,12.0,504147.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,75-84 years,75-84,Female,F,28.0,390679.0,7.2
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,75-84 years,75-84,Male,M,21.0,278616.0,7.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,85+ years,85+,Female,F,92.0,227481.0,40.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,85+ years,85+,Male,M,34.0,106099.0,32
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,65-74 years,65-74,Female,F,12.0,579185.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,65-74 years,65-74,Male,M,14.0,504147.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,75-84 years,75-84,Female,F,33.0,390679.0,8.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,75-84 years,75-84,Male,M,24.0,278616.0,8.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,85+ years,85+,Female,F,27.0,227481.0,11.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,85+ years,85+,Male,M,11.0,106099.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Certain disorders involving the immune mechanism,D80-D89,75-84 years,75-84,Female,F,12.0,390679.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,85+ years,85+,Female,F,47.0,227481.0,20.7
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,25-34 years,25-34,Female,F,10.0,898924.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,25-34 years,25-34,Male,M,13.0,889881.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,35-44 years,35-44,Female,F,16.0,960732.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,35-44 years,35-44,Male,M,32.0,919662.0,3.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,45-54 years,45-54,Female,F,66.0,1166489.0,5.7
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,45-54 years,45-54,Male,M,128.0,1113834.0,11.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,55-64 years,55-64,Female,F,143.0,989633.0,14.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,55-64 years,55-64,Male,M,269.0,925277.0,29.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,65-74 years,65-74,Female,F,257.0,579185.0,44.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,65-74 years,65-74,Male,M,337.0,504147.0,66.8
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,75-84 years,75-84,Female,F,377.0,390679.0,96.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,75-84 years,75-84,Male,M,363.0,278616.0,130.3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,85+ years,85+,Female,F,486.0,227481.0,213.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,85+ years,85+,Male,M,311.0,106099.0,293.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of other endocrine glands,E20-E34,85+ years,85+,Female,F,11.0,227481.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,75-84 years,75-84,Female,F,21.0,390679.0,5.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,75-84 years,75-84,Male,M,16.0,278616.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,85+ years,85+,Female,F,37.0,227481.0,16.3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,85+ years,85+,Male,M,17.0,106099.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,25-34 years,25-34,Male,M,14.0,889881.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,35-44 years,35-44,Female,F,14.0,960732.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,35-44 years,35-44,Male,M,15.0,919662.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,45-54 years,45-54,Female,F,23.0,1166489.0,2
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,45-54 years,45-54,Male,M,32.0,1113834.0,2.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,Female,F,31.0,989633.0,3.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,55-64 years,55-64,Male,M,32.0,925277.0,3.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,65-74 years,65-74,Female,F,30.0,579185.0,5.2
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,65-74 years,65-74,Male,M,23.0,504147.0,4.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,75-84 years,75-84,Female,F,14.0,390679.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,75-84 years,75-84,Male,M,10.0,278616.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,15-24 years,15-24,Female,F,11.0,990631.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,15-24 years,15-24,Male,M,10.0,1021168.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,35-44 years,35-44,Female,F,11.0,960732.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,45-54 years,45-54,Female,F,14.0,1166489.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,45-54 years,45-54,Male,M,34.0,1113834.0,3.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,55-64 years,55-64,Female,F,37.0,989633.0,3.7
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,55-64 years,55-64,Male,M,80.0,925277.0,8.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,65-74 years,65-74,Female,F,54.0,579185.0,9.3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,65-74 years,65-74,Male,M,95.0,504147.0,18.8
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,75-84 years,75-84,Female,F,131.0,390679.0,33.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,75-84 years,75-84,Male,M,137.0,278616.0,49.2
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,85+ years,85+,Female,F,247.0,227481.0,108.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,85+ years,85+,Male,M,132.0,106099.0,124.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,Female,F,38.0,989633.0,3.8
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,55-64 years,55-64,Male,M,37.0,925277.0,4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,Female,F,208.0,579185.0,35.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,65-74 years,65-74,Male,M,172.0,504147.0,34.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,Female,F,1233.0,390679.0,315.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,75-84 years,75-84,Male,M,808.0,278616.0,290
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,Female,F,4517.0,227481.0,1985.7
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,85+ years,85+,Male,M,1660.0,106099.0,1564.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,Female,F,12.0,898924.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,25-34 years,25-34,Male,M,35.0,889881.0,3.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,Female,F,29.0,960732.0,3
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35-44 years,35-44,Male,M,48.0,919662.0,5.2
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,Female,F,57.0,1166489.0,4.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,45-54 years,45-54,Male,M,139.0,1113834.0,12.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,Female,F,34.0,989633.0,3.4
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,55-64 years,55-64,Male,M,108.0,925277.0,11.7
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,Female,F,14.0,579185.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,65-74 years,65-74,Male,M,45.0,504147.0,8.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,75-84 years,75-84,Male,M,16.0,278616.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mood [affective] disorders,F30-F39,85+ years,85+,Female,F,16.0,227481.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Behavioural syndromes associated with physiological disturbances and physical factors,F50-F59,85+ years,85+,Female,F,10.0,227481.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,45-54 years,45-54,Female,F,16.0,1166489.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,45-54 years,45-54,Male,M,28.0,1113834.0,2.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,55-64 years,55-64,Female,F,39.0,989633.0,3.9
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,55-64 years,55-64,Male,M,48.0,925277.0,5.2
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,65-74 years,65-74,Female,F,61.0,579185.0,10.5
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,65-74 years,65-74,Male,M,69.0,504147.0,13.7
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,75-84 years,75-84,Female,F,67.0,390679.0,17.1
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,75-84 years,75-84,Male,M,63.0,278616.0,22.6
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,85+ years,85+,Female,F,18.0,227481.0,Unreliable
2011.0,2011.0,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,85+ years,85+,Male,M,13.0,106099.0,Unreliable
