Year,Year Code,HHS Region,HHS Region Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Notes,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,,45-54 years,45-54,Female,F,59,1147042,5.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,,45-54 years,45-54,Male,M,93,1097142,8.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,,55-64 years,55-64,Female,F,12,866551,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,,55-64 years,55-64,Male,M,54,810367,6.7
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Human immunodeficiency virus [HIV] disease,B20-B24,,65-74 years,65-74,Male,M,16,433649,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Sequelae of infectious and parasitic diseases,B90-B94,,85+ years,85+,Female,F,10,210294,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,5-14 years,14-May,Female,F,16,877754,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,5-14 years,14-May,Male,M,19,921567,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,15-24 years,15-24,Female,F,25,984778,2.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,15-24 years,15-24,Male,M,40,1015556,3.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,25-34 years,25-34,Female,F,68,857426,7.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,25-34 years,25-34,Male,M,60,840843,7.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,35-44 years,35-44,Female,F,313,1075591,29.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,35-44 years,35-44,Male,M,250,1032339,24.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,45-54 years,45-54,Female,F,1165,1147042,101.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,45-54 years,45-54,Male,M,1084,1097142,98.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,55-64 years,55-64,Female,F,2362,866551,272.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,55-64 years,55-64,Male,M,2646,810367,326.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,65-74 years,65-74,Female,F,3095,508627,608.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,65-74 years,65-74,Male,M,3578,433649,825.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,75-84 years,75-84,Female,F,4396,413509,1063.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,75-84 years,75-84,Male,M,4584,280748,1632.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,85+ years,85+,Female,F,2983,210294,1418.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,85+ years,85+,Male,M,2416,91483,2640.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,,75-84 years,75-84,Female,F,14,413509,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,,75-84 years,75-84,Male,M,10,280748,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,,85+ years,85+,Female,F,11,210294,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,45-54 years,45-54,Female,F,17,1147042,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,45-54 years,45-54,Male,M,17,1097142,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,55-64 years,55-64,Female,F,19,866551,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,55-64 years,55-64,Male,M,37,810367,4.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,65-74 years,65-74,Female,F,52,508627,10.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,65-74 years,65-74,Male,M,44,433649,10.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,75-84 years,75-84,Female,F,95,413509,23
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,75-84 years,75-84,Male,M,142,280748,50.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,85+ years,85+,Female,F,178,210294,84.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,85+ years,85+,Male,M,77,91483,84.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,75-84 years,75-84,Female,F,40,413509,9.7
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,75-84 years,75-84,Male,M,25,280748,8.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,85+ years,85+,Female,F,84,210294,39.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,85+ years,85+,Male,M,35,91483,38.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,55-64 years,55-64,Male,M,10,810367,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,75-84 years,75-84,Female,F,26,413509,6.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,75-84 years,75-84,Male,M,15,280748,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,85+ years,85+,Female,F,21,210294,10
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,85+ years,85+,Male,M,14,91483,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Certain disorders involving the immune mechanism,D80-D89,,55-64 years,55-64,Female,F,10,866551,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,,75-84 years,75-84,Female,F,12,413509,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,,85+ years,85+,Female,F,42,210294,20
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,25-34 years,25-34,Male,M,10,840843,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,35-44 years,35-44,Female,F,27,1075591,2.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,35-44 years,35-44,Male,M,45,1032339,4.4
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,45-54 years,45-54,Female,F,71,1147042,6.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,45-54 years,45-54,Male,M,115,1097142,10.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,55-64 years,55-64,Female,F,149,866551,17.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,55-64 years,55-64,Male,M,262,810367,32.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,65-74 years,65-74,Female,F,255,508627,50.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,65-74 years,65-74,Male,M,329,433649,75.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,75-84 years,75-84,Female,F,439,413509,106.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,75-84 years,75-84,Male,M,429,280748,152.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,85+ years,85+,Female,F,497,210294,236.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,85+ years,85+,Male,M,283,91483,309.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,75-84 years,75-84,Female,F,10,413509,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,85+ years,85+,Female,F,37,210294,17.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,85+ years,85+,Male,M,20,91483,21.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,45-54 years,45-54,Female,F,18,1147042,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,45-54 years,45-54,Male,M,47,1097142,4.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,55-64 years,55-64,Female,F,24,866551,2.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,55-64 years,55-64,Male,M,28,810367,3.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,65-74 years,65-74,Female,F,19,508627,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,65-74 years,65-74,Male,M,15,433649,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,75-84 years,75-84,Female,F,16,413509,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,35-44 years,35-44,Male,M,16,1032339,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,45-54 years,45-54,Female,F,10,1147042,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,45-54 years,45-54,Male,M,28,1097142,2.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,55-64 years,55-64,Female,F,32,866551,3.7
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,55-64 years,55-64,Male,M,59,810367,7.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,65-74 years,65-74,Female,F,51,508627,10
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,65-74 years,65-74,Male,M,85,433649,19.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,75-84 years,75-84,Female,F,152,413509,36.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,75-84 years,75-84,Male,M,135,280748,48.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,85+ years,85+,Female,F,244,210294,116
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,85+ years,85+,Male,M,96,91483,104.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,55-64 years,55-64,Female,F,28,866551,3.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,55-64 years,55-64,Male,M,24,810367,3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,65-74 years,65-74,Female,F,103,508627,20.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,65-74 years,65-74,Male,M,104,433649,24
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,75-84 years,75-84,Female,F,815,413509,197.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,75-84 years,75-84,Male,M,530,280748,188.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,85+ years,85+,Female,F,2799,210294,1331
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,85+ years,85+,Male,M,909,91483,993.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,25-34 years,25-34,Male,M,20,840843,2.4
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,35-44 years,35-44,Female,F,31,1075591,2.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,35-44 years,35-44,Male,M,60,1032339,5.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,45-54 years,45-54,Female,F,39,1147042,3.4
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,45-54 years,45-54,Male,M,131,1097142,11.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,55-64 years,55-64,Female,F,21,866551,2.4
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,55-64 years,55-64,Male,M,87,810367,10.7
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,65-74 years,65-74,Male,M,38,433649,8.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,75-84 years,75-84,Male,M,22,280748,7.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Schizophrenia, schizotypal and delusional disorders",F20-F29,,85+ years,85+,Female,F,10,210294,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mood [affective] disorders,F30-F39,,75-84 years,75-84,Female,F,13,413509,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mood [affective] disorders,F30-F39,,85+ years,85+,Female,F,28,210294,13.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,35-44 years,35-44,Male,M,12,1032339,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,45-54 years,45-54,Female,F,19,1147042,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,45-54 years,45-54,Male,M,24,1097142,2.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,55-64 years,55-64,Female,F,32,866551,3.7
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,55-64 years,55-64,Male,M,56,810367,6.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,65-74 years,65-74,Female,F,52,508627,10.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,65-74 years,65-74,Male,M,51,433649,11.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,75-84 years,75-84,Female,F,74,413509,17.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,75-84 years,75-84,Male,M,68,280748,24.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,85+ years,85+,Female,F,17,210294,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,85+ years,85+,Male,M,19,91483,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,55-64 years,55-64,Male,M,19,810367,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,65-74 years,65-74,Female,F,40,508627,7.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,65-74 years,65-74,Male,M,73,433649,16.8
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,75-84 years,75-84,Female,F,191,413509,46.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,75-84 years,75-84,Male,M,317,280748,112.9
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,85+ years,85+,Female,F,196,210294,93.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,85+ years,85+,Male,M,263,91483,287.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,55-64 years,55-64,Female,F,36,866551,4.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,55-64 years,55-64,Male,M,36,810367,4.4
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,65-74 years,65-74,Female,F,108,508627,21.2
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,65-74 years,65-74,Male,M,89,433649,20.5
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,75-84 years,75-84,Female,F,726,413509,175.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,75-84 years,75-84,Male,M,420,280748,149.6
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,85+ years,85+,Female,F,2011,210294,956.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,85+ years,85+,Male,M,612,91483,669
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Demyelinating diseases of the central nervous system,G35-G37,,45-54 years,45-54,Female,F,17,1147042,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Demyelinating diseases of the central nervous system,G35-G37,,45-54 years,45-54,Male,M,10,1097142,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Demyelinating diseases of the central nervous system,G35-G37,,55-64 years,55-64,Female,F,35,866551,4
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Demyelinating diseases of the central nervous system,G35-G37,,55-64 years,55-64,Male,M,25,810367,3.1
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Demyelinating diseases of the central nervous system,G35-G37,,65-74 years,65-74,Female,F,32,508627,6.3
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Demyelinating diseases of the central nervous system,G35-G37,,65-74 years,65-74,Male,M,14,433649,Unreliable
2007,2007,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Demyelinating diseases of the central nervous system,G35-G37,,75-84 years,75-84,Female,F,26,413509,6.3
