Year,Year Code,HHS Region,HHS Region Code,ICD Sub-Chapter,ICD Sub-Chapter Code,Notes,Ten-Year Age Groups,Ten-Year Age Groups Code,Gender,Gender Code,Deaths,Population,Crude Rate
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,15-24 years,15-24,Male,M,32,1028578,3.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,25-34 years,25-34,Female,F,67,951281,7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,25-34 years,25-34,Male,M,72,958078,7.5
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,35-44 years,35-44,Female,F,248,900791,27.5
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,35-44 years,35-44,Male,M,189,867110,21.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,45-54 years,45-54,Female,F,951,1106211,86
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,45-54 years,45-54,Male,M,875,1050488,83.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,55-64 years,55-64,Female,F,2442,1061729,230
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,55-64 years,55-64,Male,M,2813,992105,283.5
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,65-74 years,65-74,Female,F,3577,710316,503.6
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,65-74 years,65-74,Male,M,4092,627566,652
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,75-84 years,75-84,Female,F,3784,385002,982.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,75-84 years,75-84,Male,M,4065,286053,1421.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,85+ years,85+,Female,F,3258,235967,1380.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malignant neoplasms,C00-C97,,85+ years,85+,Male,M,2681,116471,2301.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,,75-84 years,75-84,Female,F,12,385002,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Benign neoplasms,D10-D36,,85+ years,85+,Female,F,14,235967,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,45-54 years,45-54,Male,M,13,1050488,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,55-64 years,55-64,Female,F,23,1061729,2.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,55-64 years,55-64,Male,M,33,992105,3.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,65-74 years,65-74,Female,F,52,710316,7.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,65-74 years,65-74,Male,M,74,627566,11.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,75-84 years,75-84,Female,F,108,385002,28.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,75-84 years,75-84,Male,M,124,286053,43.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,85+ years,85+,Female,F,155,235967,65.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Neoplasms of uncertain or unknown behaviour,D37-D48,,85+ years,85+,Male,M,141,116471,121.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,55-64 years,55-64,Male,M,11,992105,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,65-74 years,65-74,Female,F,13,710316,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,65-74 years,65-74,Male,M,18,627566,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,75-84 years,75-84,Female,F,40,385002,10.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,75-84 years,75-84,Male,M,18,286053,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,85+ years,85+,Female,F,90,235967,38.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Aplastic and other anaemias,D60-D64,,85+ years,85+,Male,M,49,116471,42.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,55-64 years,55-64,Female,F,11,1061729,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,55-64 years,55-64,Male,M,11,992105,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,65-74 years,65-74,Female,F,11,710316,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,65-74 years,65-74,Male,M,13,627566,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,75-84 years,75-84,Female,F,15,385002,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,85+ years,85+,Female,F,14,235967,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,,85+ years,85+,Male,M,13,116471,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Certain disorders involving the immune mechanism,D80-D89,,65-74 years,65-74,Male,M,13,627566,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Certain disorders involving the immune mechanism,D80-D89,,75-84 years,75-84,Female,F,11,385002,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,,75-84 years,75-84,Female,F,12,385002,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,,85+ years,85+,Female,F,56,235967,23.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of thyroid gland,E00-E07,,85+ years,85+,Male,M,10,116471,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,25-34 years,25-34,Female,F,10,951281,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,25-34 years,25-34,Male,M,11,958078,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,35-44 years,35-44,Female,F,25,900791,2.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,35-44 years,35-44,Male,M,24,867110,2.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,45-54 years,45-54,Female,F,84,1106211,7.6
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,45-54 years,45-54,Male,M,141,1050488,13.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,55-64 years,55-64,Female,F,157,1061729,14.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,55-64 years,55-64,Male,M,330,992105,33.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,65-74 years,65-74,Female,F,298,710316,42
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,65-74 years,65-74,Male,M,407,627566,64.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,75-84 years,75-84,Female,F,379,385002,98.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,75-84 years,75-84,Male,M,449,286053,157
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,85+ years,85+,Female,F,506,235967,214.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Diabetes mellitus,E10-E14,,85+ years,85+,Male,M,375,116471,322
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Disorders of other endocrine glands,E20-E34,,85+ years,85+,Female,F,11,235967,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,65-74 years,65-74,Female,F,11,710316,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,75-84 years,75-84,Female,F,23,385002,6
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,75-84 years,75-84,Male,M,12,286053,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,85+ years,85+,Female,F,53,235967,22.5
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Malnutrition,E40-E46,,85+ years,85+,Male,M,34,116471,29.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,25-34 years,25-34,Male,M,17,958078,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,35-44 years,35-44,Female,F,14,900791,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,35-44 years,35-44,Male,M,24,867110,2.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,45-54 years,45-54,Female,F,31,1106211,2.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,45-54 years,45-54,Male,M,39,1050488,3.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,55-64 years,55-64,Female,F,29,1061729,2.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,55-64 years,55-64,Male,M,55,992105,5.5
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,65-74 years,65-74,Female,F,37,710316,5.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,65-74 years,65-74,Male,M,33,627566,5.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,75-84 years,75-84,Female,F,27,385002,7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Obesity and other hyperalimentation,E65-E68,,85+ years,85+,Female,F,14,235967,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,25-34 years,25-34,Male,M,12,958078,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,45-54 years,45-54,Female,F,18,1106211,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,45-54 years,45-54,Male,M,51,1050488,4.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,55-64 years,55-64,Female,F,46,1061729,4.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,55-64 years,55-64,Male,M,105,992105,10.6
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,65-74 years,65-74,Female,F,90,710316,12.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,65-74 years,65-74,Male,M,128,627566,20.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,75-84 years,75-84,Female,F,170,385002,44.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,75-84 years,75-84,Male,M,168,286053,58.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,85+ years,85+,Female,F,305,235967,129.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Metabolic disorders,E70-E88,,85+ years,85+,Male,M,171,116471,146.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,55-64 years,55-64,Female,F,41,1061729,3.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,55-64 years,55-64,Male,M,39,992105,3.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,65-74 years,65-74,Female,F,224,710316,31.5
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,65-74 years,65-74,Male,M,235,627566,37.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,75-84 years,75-84,Female,F,1295,385002,336.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,75-84 years,75-84,Male,M,916,286053,320.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,85+ years,85+,Female,F,5659,235967,2398.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,"Organic, including symptomatic, mental disorders",F01-F09,,85+ years,85+,Male,M,1996,116471,1713.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,15-24 years,15-24,Male,M,14,1028578,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,25-34 years,25-34,Female,F,17,951281,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,25-34 years,25-34,Male,M,45,958078,4.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,35-44 years,35-44,Female,F,25,900791,2.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,35-44 years,35-44,Male,M,61,867110,7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,45-54 years,45-54,Female,F,59,1106211,5.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,45-54 years,45-54,Male,M,169,1050488,16.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,55-64 years,55-64,Female,F,45,1061729,4.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,55-64 years,55-64,Male,M,192,992105,19.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,65-74 years,65-74,Female,F,24,710316,3.4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,65-74 years,65-74,Male,M,69,627566,11
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mental and behavioural disorders due to psychoactive substance use,F10-F19,,75-84 years,75-84,Male,M,16,286053,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mood [affective] disorders,F30-F39,,85+ years,85+,Female,F,23,235967,9.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Mood [affective] disorders,F30-F39,,85+ years,85+,Male,M,10,116471,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,45-54 years,45-54,Female,F,20,1106211,1.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,45-54 years,45-54,Male,M,33,1050488,3.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,55-64 years,55-64,Female,F,40,1061729,3.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,55-64 years,55-64,Male,M,71,992105,7.2
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,65-74 years,65-74,Female,F,85,710316,12
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,65-74 years,65-74,Male,M,93,627566,14.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,75-84 years,75-84,Female,F,59,385002,15.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,75-84 years,75-84,Male,M,62,286053,21.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,85+ years,85+,Female,F,23,235967,9.7
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Systemic atrophies primarily affecting the central nervous system,G10-G14,,85+ years,85+,Male,M,22,116471,18.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,55-64 years,55-64,Male,M,18,992105,Unreliable
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,65-74 years,65-74,Female,F,47,710316,6.6
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,65-74 years,65-74,Male,M,120,627566,19.1
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,75-84 years,75-84,Female,F,223,385002,57.9
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,75-84 years,75-84,Male,M,388,286053,135.6
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,85+ years,85+,Female,F,313,235967,132.6
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Extrapyramidal and movement disorders,G20-G25,,85+ years,85+,Male,M,357,116471,306.5
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,55-64 years,55-64,Female,F,42,1061729,4
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,55-64 years,55-64,Male,M,43,992105,4.3
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,65-74 years,65-74,Female,F,162,710316,22.8
2015,2015,"HHS Region #1  CT, ME, MA, NH, RI, VT",HHS1,Other degenerative diseases of the nervous system,G30-G31,,65-74 years,65-74,Male,M,140,627566,22.3
